,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
23000,106.67,23.76,54622.15,7.13,-127496.0,1.15,1883673.0,0.64,1.22,1.3,0,18.0
23001,128.12,2.44,529603.6,1.9,-149965.0,14.53,533042.0,1.89,10.94,14.02,0,15.0
23002,101.57,0.23,5415706.0,0.22,1478847.0,6.71,10040932.0,0.12,4.13,4.19,0,14.0
23003,209.9,2.71,476820.86,1.55,-349504.0,43.93,422946.0,1.46,24.14,40.25,0,5.0
23004,111.28,2.14,601709.35,2.14,-69458.0,69.28,615527.0,1.88,67.71,67.71,0,10.0
23005,121.75,5.16,251455.97,4.05,-68361.0,38.28,314144.0,3.39,34.86,42.44,0,11.0
23006,167.95,4.18,297482.17,2.92,-48909.0,29.79,271053.0,2.73,19.02,26.51,0,9.0
23007,186.95,4.89,263960.58,3.7,-169018.0,38.48,210917.0,3.27,20.58,26.23,0,8.0
23008,117.09,4.35,297326.48,2.6,-31208.0,1.28,1171526.0,0.94,1.65,1.94,0,19.0
23009,205.11,2.13,523878.28,1.01,-238905.0,34.03,554753.0,0.98,20.28,41.61,0,21.0
23010,102.25,1.15,1044988.73,1.07,1009269.0,10.6,3604323.0,0.32,10.61,10.84,0,10.0
23011,146.18,18.37,70569.67,7.41,-104423.0,-4.07,226006.0,3.92,-2.78,-4.07,0,20.0
23012,160.33,7.87,160756.73,4.87,-122837.0,9.2,198654.0,3.88,7.0,10.05,0,18.0
23013,168.92,7.77,153605.0,3.85,-474507.0,42.9,840734.0,0.84,28.04,31.51,0,15.0
23014,174.4,5.6,229076.87,2.2,-353146.0,7.57,474395.0,1.55,5.25,9.16,1,13.0
23015,104.25,2.55,417094.27,2.14,332137.0,19.66,1795362.0,0.55,19.75,20.59,0,19.0
23016,120.35,2.9,412934.62,2.13,301466.0,10.31,726136.0,1.37,9.38,11.29,0,21.0
23017,147.7,5.73,205003.7,3.85,140747.0,74.41,209369.0,3.8,51.87,76.61,0,14.0
23018,125.48,4.46,283742.4,3.76,-111114.0,15.36,435894.0,2.31,12.84,14.22,0,20.0
23019,321.36,-56.11,-23071.67,7.3,-172471.0,90.87,96621.0,4.17,30.48,85.87,1,9.0
23020,226.55,6.32,189464.31,2.34,-321568.0,17.88,253972.0,2.08,10.85,24.57,0,3.0
23021,126.55,4.01,315928.39,3.11,86006.0,10.91,613925.0,1.63,10.15,11.51,0,20.0
23022,188.92,9.47,135411.63,2.48,-422311.0,0.37,672141.0,1.01,0.78,1.11,0,20.0
23023,365.59,22.69,57034.92,5.78,-54425.0,-5.94,62773.0,5.64,0.27,1.0,1,16.0
23024,156.48,4.75,272128.39,2.97,-37936.0,59.73,288018.0,2.87,38.32,59.96,0,19.0
23025,100.73,0.75,1597520.84,0.75,-17456.0,26.66,2403802.0,0.49,26.61,26.61,0,20.0
23026,148.4,5.54,233623.59,2.07,-190651.0,42.99,811095.0,1.08,29.04,43.1,0,21.0
23027,134.11,16.24,79221.83,9.31,-34684.0,7.09,204011.0,4.7,6.56,8.36,0,19.0
23028,349.92,7.68,161669.05,2.08,-71414.0,121.93,175204.0,2.03,35.14,122.95,0,0.0
23029,126.38,0.92,1270214.26,0.85,-1000883.0,22.9,3791684.0,0.24,18.91,19.34,0,19.0
23030,120.83,4.03,319585.36,3.33,115029.0,11.92,324148.0,3.29,9.66,11.67,0,20.0
23031,160.78,5.97,213812.63,3.46,-36489.0,27.45,254645.0,3.12,21.45,34.48,0,14.0
23032,153.69,3.67,352516.25,2.82,-271151.0,1.05,504774.0,1.67,0.74,0.86,0,21.0
23033,113.94,1.65,487685.91,1.5,355157.0,50.25,692361.0,1.02,46.34,49.33,0,19.0
23034,459.61,21.57,59965.88,4.55,-224225.0,74.74,62322.0,4.51,18.63,85.63,0,9.0
23035,157.56,2.77,459783.12,1.97,-172730.0,22.47,450028.0,1.79,20.3,27.48,0,11.0
23036,101.17,0.94,1372963.58,0.92,-26652.0,8.53,2282651.0,0.56,8.39,8.49,0,20.0
23037,143.8,4.88,261183.32,3.29,-27964.0,-33.96,288450.0,3.07,-23.65,-34.0,0,20.0
23038,162.92,59.93,21221.4,11.21,-70008.0,6.92,149628.0,5.21,4.47,7.18,1,21.0
23039,152.74,6.8,189675.14,6.8,-74198.0,34.47,140633.0,6.0,22.57,22.57,0,21.0
23040,386.64,5.16,250136.09,1.33,-651814.0,26.02,250013.0,1.33,0.0,-0.01,0,18.0
23041,173.98,2.66,485780.53,2.66,-265198.0,12.15,358303.0,2.07,7.92,7.92,1,9.0
23042,141.48,10.94,112801.43,6.9,-85307.0,15.07,322163.0,2.71,11.43,13.37,0,21.0
23043,112.4,1.35,954926.36,1.15,-43244.0,9.17,1346779.0,0.85,9.17,10.31,0,16.0
23044,111.09,0.57,2257064.09,0.5,406319.0,2.38,2595581.0,0.44,2.15,2.39,0,20.0
23045,101.88,0.33,3576651.02,0.32,-103865.0,9.79,5510450.0,0.21,9.22,9.39,0,20.0
23046,243.12,10.87,118708.91,10.87,-70523.0,42.17,49253.0,10.77,17.35,17.35,1,21.0
23047,116.45,2.37,544758.28,1.99,-105203.0,17.53,639137.0,1.73,15.71,18.3,0,19.0
23048,294.87,2.16,596417.43,1.82,-488968.0,74.79,261238.0,1.68,25.75,30.14,0,18.0
23049,295.6,14.53,88685.32,2.7,-325510.0,-4.38,198106.0,2.2,-1.48,-4.37,0,9.0
23050,154.54,5.64,224030.23,3.21,53726.0,6.99,336069.0,2.43,5.08,7.54,0,18.0
23051,200.57,4.35,296654.63,1.83,-408155.0,43.91,405638.0,1.58,23.5,47.12,0,17.0
23052,175.86,21.45,57859.41,8.42,-38641.0,50.69,117919.0,5.98,30.32,53.33,0,20.0
23053,235.15,39.36,30874.88,4.75,-227290.0,18.42,168095.0,3.07,9.22,21.38,0,20.0
23054,134.82,1.68,766283.73,1.25,-196496.0,-4.89,767867.0,1.24,-3.1,-4.17,0,20.0
23055,162.49,1.58,342539.67,0.98,-886679.0,25.21,1418129.0,0.23,21.88,24.06,0,9.0
23056,128.71,5.93,217243.55,4.23,-87653.0,34.7,305146.0,3.28,29.86,38.44,0,17.0
23057,181.2,4.19,277164.31,1.81,227123.0,24.42,448880.0,1.43,15.06,27.21,0,16.0
23058,158.26,5.35,240325.07,1.33,79493.0,5.32,1240509.0,0.65,1.97,3.11,0,20.0
23059,530.51,5.22,246803.58,1.42,-690994.0,104.54,172430.0,1.41,23.39,83.03,0,19.0
23060,107.29,2.26,556486.48,1.84,458461.0,13.63,1720821.0,0.68,13.85,14.86,0,14.0
23061,185.98,5.34,241685.28,2.78,-309631.0,2.02,359942.0,1.93,3.97,5.93,0,16.0
23062,102.31,0.75,1687891.64,0.71,485419.0,14.97,4308295.0,0.29,14.34,14.67,0,19.0
23063,136.74,9.98,129130.16,7.14,122438.0,40.96,140205.0,6.72,34.19,46.74,0,2.0
23064,113.16,1.9,676782.22,1.61,-122988.0,5.05,934452.0,1.22,5.87,6.64,0,10.0
23065,164.19,48.8,24258.73,3.71,-889751.0,13.23,1702896.0,0.42,11.28,12.61,0,4.0
23066,114.83,1.44,876669.84,1.25,-37547.0,21.04,876713.0,1.25,19.17,22.02,0,20.0
23067,195.8,29.7,29809.2,5.37,-162214.0,33.21,198244.0,2.28,24.36,37.33,0,11.0
23068,123.02,1.2,1069204.13,0.98,561391.0,25.6,1087727.0,0.96,23.18,28.52,0,20.0
23069,117.76,3.06,420496.54,1.58,-361449.0,23.04,2251809.0,0.49,18.38,21.6,0,11.0
23070,155.61,2.56,501644.26,1.64,-282066.0,26.12,506938.0,1.62,18.44,28.7,0,14.0
23071,111.41,3.14,267000.1,2.66,-47532.0,99.7,416359.0,1.81,0.0,0.0,0,18.0
23072,140.16,2.67,482989.81,1.89,-204732.0,11.21,510675.0,1.8,9.04,12.54,0,21.0
23073,141.22,4.08,313755.5,2.85,-110328.0,60.74,328148.0,2.76,43.07,60.82,0,20.0
23074,170.96,3.66,351077.13,2.32,-442295.0,-7.65,623031.0,1.21,-4.03,-4.97,0,18.0
23075,141.82,3.82,335497.25,2.66,-145789.0,-30.32,348410.0,2.59,-20.95,-29.71,0,13.0
23076,147.04,7.03,182978.62,4.78,-14513.0,60.76,182889.0,4.78,45.44,66.82,0,9.0
23077,107.54,2.67,480142.54,2.67,-33897.0,57.61,449595.0,2.65,58.88,58.88,0,10.0
23078,136.98,3.26,394351.13,1.86,-297622.0,18.32,804466.0,1.17,33.95,46.51,0,18.0
23079,126.18,5.3,240215.77,4.16,23143.0,32.84,251537.0,4.01,30.95,39.06,0,15.0
23080,230.12,-8.62,-149045.72,4.0,-616700.0,60.27,536723.0,1.04,33.03,53.29,1,2.0
23081,122.22,-4.25,-301290.57,4.41,-454073.0,-14.65,2660635.0,0.39,-10.78,-13.17,0,20.0
23082,258.33,5.93,216571.05,1.78,-353456.0,-47.36,320278.0,1.55,-18.92,-48.87,0,8.0
23083,229.32,9.6,133749.47,4.19,-126201.0,59.65,133684.0,4.19,28.68,65.78,0,2.0
23084,124.07,0.31,3369904.83,0.25,635502.0,7.85,5111388.0,0.17,3.97,4.54,0,15.0
23085,348.69,8.78,134089.72,2.41,-358621.0,5.32,144131.0,2.34,0.0,0.0,1,17.0
23086,242.97,12.53,101902.38,4.48,-183373.0,526.89,128195.0,4.1,216.93,527.09,0,18.0
23087,114.15,0.32,4044713.71,0.28,1342478.0,18.2,4266189.0,0.26,8.91,9.87,0,3.0
23088,100.94,1.82,705896.81,1.78,-15903.0,22.13,1692846.0,0.75,24.2,24.43,0,8.0
23089,163.97,9.66,115275.98,5.89,74006.0,58.78,115219.0,5.89,39.43,64.65,0,21.0
23090,138.02,5.69,220366.29,2.32,-319814.0,25.76,840771.0,1.08,19.52,26.94,0,17.0
23091,454.02,6.62,193866.42,1.46,-136701.0,183.58,193834.0,1.46,44.6,202.47,0,11.0
23092,231.7,2.95,427223.53,1.26,-549943.0,-11.93,475863.0,1.14,-4.44,-9.28,0,19.0
23093,167.49,7.57,165201.7,4.51,26415.0,21.66,165295.0,4.51,14.18,23.76,0,19.0
23094,137.21,-15.0,-63145.32,1.89,-363512.0,28.4,2598350.0,0.27,17.25,20.49,0,8.0
23095,161.59,6.98,184091.21,4.21,-46628.0,59.43,201726.0,3.94,41.03,65.22,0,21.0
23096,120.67,3.95,315160.95,2.5,32042.0,22.78,921573.0,1.1,23.29,27.78,0,19.0
23097,157.9,5.67,226257.54,2.78,-217854.0,17.54,405795.0,2.0,14.72,23.24,0,13.0
23098,124.5,15.76,68243.36,7.18,-487918.0,16.32,2413550.0,0.36,14.97,15.39,0,21.0
23099,131.01,3.39,376935.91,2.23,-64881.0,15.35,633972.0,1.54,13.14,17.22,0,18.0
23100,109.42,-59.21,-12585.19,15.63,-77292.0,105.39,900059.0,0.76,95.59,101.82,0,21.0
23101,123.71,1.16,996318.51,0.99,-745789.0,17.09,3652925.0,0.25,13.24,13.76,0,19.0
23102,408.8,13.38,95342.76,3.22,-301168.0,86.08,95971.0,3.2,24.11,98.57,0,16.0
23103,211.06,11.86,108157.76,5.62,-120123.0,97.93,108105.0,5.62,46.53,98.2,0,19.0
23104,189.86,0.1,140923.67,0.05,-6456.0,-16.08,189213.0,0.04,-8.05,-14.4,1,19.0
23105,132.49,13.54,94774.82,8.12,-652310.0,4.18,2272313.0,0.43,4.81,4.91,0,20.0
23106,215.06,14.76,84982.37,4.67,-207990.0,42.51,240810.0,2.42,23.85,36.92,0,13.0
23107,193.49,7.31,171057.72,4.21,-147666.0,171.61,157877.0,4.09,88.67,150.48,0,19.0
23108,164.82,5.68,225847.08,3.44,-147070.0,34.61,226779.0,3.43,23.26,38.34,0,9.0
23109,140.66,-10698.15,-113.5,5.63,-227784.0,3.8,778104.0,1.11,3.72,4.63,0,9.0
23110,114.07,6.03,212573.9,5.12,-37648.0,2.39,267498.0,4.2,22.66,25.85,0,21.0
23111,164.56,2.15,575105.24,0.94,-882987.0,-6.24,1464947.0,0.51,-3.25,-4.67,0,20.0
23112,122.32,1.75,728411.04,1.43,-86684.0,36.46,733030.0,1.42,29.6,36.21,0,4.0
23113,106.1,3.42,373367.23,2.73,-94423.0,3.55,1546344.0,0.78,3.55,3.76,0,20.0
23114,128.47,5.15,246033.54,3.28,-240744.0,10.83,888749.0,1.11,10.39,11.85,0,21.0
23115,130.55,4.69,268016.04,3.58,-77652.0,45.56,272034.0,3.53,39.59,51.68,0,7.0
23116,139.3,6.5,193171.5,3.22,-196240.0,34.75,499087.0,1.81,29.32,40.84,0,11.0
23117,152.49,3.07,414723.69,1.98,-228040.0,39.74,434233.0,1.92,32.78,49.98,0,21.0
23118,271.76,6.97,181279.96,2.39,-240654.0,25.04,332565.0,1.4,11.83,19.18,0,14.0
23119,211.65,4.69,268912.0,2.2,-243434.0,-21.76,272594.0,2.19,-10.16,-21.5,0,20.0
23120,131.56,5.03,249618.76,3.82,188533.0,149.63,249496.0,3.82,126.11,165.92,0,7.0
23121,106.18,1.14,988579.25,1.07,394146.0,14.36,1003254.0,1.06,15.19,16.12,0,13.0
23122,103.88,5.86,218055.03,3.33,-298853.0,-0.7,11717494.0,0.11,-0.78,-0.79,0,9.0
23123,341.31,9.04,138550.77,3.06,-176274.0,27.18,122578.0,2.99,9.54,26.95,0,20.0
23124,132.32,5.02,253997.07,1.29,201930.0,0.98,2268701.0,0.42,-0.12,-0.16,0,20.0
23125,106.04,1.29,992081.12,1.21,657989.0,23.39,1650924.0,0.73,23.92,24.88,0,19.0
23126,146.49,5.99,213239.25,2.78,-155231.0,1.16,529082.0,1.65,1.26,1.84,0,20.0
23127,242.92,2.83,437355.44,1.81,-538602.0,-36.65,376662.0,1.35,-22.6,-30.96,1,12.0
23128,148.93,3.6,354762.3,2.4,-175768.0,2.09,359076.0,2.38,5.24,7.81,0,13.0
23129,128.87,1.81,707010.07,1.39,-211325.0,5.1,731657.0,1.36,5.03,6.47,0,15.0
23130,161.7,9.2,136012.59,5.44,-93908.0,69.6,152131.0,5.09,47.06,76.09,1,13.0
23131,177.27,16.86,75622.46,6.52,-288914.0,21.25,373706.0,1.92,15.59,19.03,0,9.0
23132,154.03,4.63,266628.93,2.49,75108.0,14.51,425792.0,1.88,10.56,16.27,0,12.0
23133,211.4,8.72,145824.52,4.09,-164771.0,3.28,147831.0,4.07,2.08,4.4,0,20.0
23134,146.77,10.82,115509.37,4.49,-162524.0,-22.9,347353.0,2.45,0.0,0.0,1,21.0
23135,111.39,-5.09,-250238.12,5.65,-817223.0,-2.65,7796198.0,0.15,-2.32,-2.46,0,19.0
23136,457.56,11.13,112657.94,3.84,-238771.0,24.46,74961.0,3.65,8.38,22.28,1,11.0
23137,132.62,0.53,717160.31,0.32,-516227.0,73.63,1581898.0,0.18,34.62,44.59,0,20.0
23138,179.49,5.56,228655.44,3.0,-196025.0,17.58,246472.0,2.87,10.81,19.4,0,19.0
23139,103.18,7.63,142803.43,5.98,24840.0,8.75,2296456.0,0.46,8.48,8.62,0,17.0
23140,141.17,4.95,256198.06,3.43,-130388.0,8.74,316534.0,2.83,7.32,9.81,0,14.0
23141,103.75,0.78,1554872.27,0.75,-66684.0,22.51,1777769.0,0.66,22.51,23.35,0,18.0
23142,143.93,22.13,55151.87,5.24,-177710.0,8.44,404363.0,2.1,6.66,9.58,0,21.0
23143,206.67,3.32,383872.71,1.61,-409472.0,28.08,383684.0,1.61,14.11,29.16,0,21.0
23144,122.4,1.93,655595.21,1.33,-25498.0,0.85,1411509.0,0.73,0.79,0.96,0,20.0
23145,126.35,4.93,258672.21,3.9,-3412.0,39.67,258545.0,3.9,35.61,44.99,0,8.0
23146,213.34,8.18,154642.08,3.73,-97966.0,-51.07,162920.0,3.64,-23.91,-51.01,0,10.0
23147,269.51,12.64,100955.81,4.41,-188175.0,39.23,110960.0,4.26,19.44,52.4,0,8.0
23148,125.57,5.64,224601.67,4.18,28016.0,12.59,329478.0,3.06,11.09,13.7,0,18.0
23149,510.1,0.44,774879.02,0.37,-637898.0,0.64,215309.0,0.31,-12.96,-14.81,0,15.0
23150,102.21,0.09,12286662.2,0.09,8404591.0,5.76,46641669.0,0.02,-0.7,-0.7,0,8.0
23151,122.12,2.39,533122.23,1.74,-200565.0,5.19,906203.0,1.15,4.16,5.08,0,21.0
23152,296.94,12.25,96635.15,3.44,-246976.0,58.45,125344.0,3.18,20.27,60.2,0,21.0
23153,263.82,8.52,129212.57,1.13,-760701.0,9.59,517421.0,0.81,4.62,12.2,0,19.0
23154,148.82,6.6,193199.34,3.81,-76570.0,0.7,289811.0,2.96,1.03,1.54,0,21.0
23155,168.9,4.52,267924.7,2.43,-173707.0,41.0,333089.0,2.15,27.85,47.04,0,9.0
23156,121.93,6.57,194149.5,5.38,-42584.0,56.79,194054.0,5.38,51.23,62.46,1,14.0
23157,125.29,7.19,91685.69,4.55,-95253.0,20.85,376450.0,1.4,-0.12,-0.14,0,15.0
23158,142.64,8.21,154816.5,4.89,-105268.0,0.0,246768.0,3.61,4.78,6.82,0,19.0
23159,144.65,8.26,152870.04,4.97,-31027.0,43.5,397029.0,2.2,31.09,37.76,0,17.0
23160,148.78,4.55,280168.47,3.04,-139455.0,40.54,285767.0,3.0,25.92,38.56,0,20.0
23161,101.42,2.9,369161.97,1.95,114367.0,0.22,12930551.0,0.08,0.26,0.26,0,15.0
23162,109.12,10.85,117266.68,7.46,67035.0,2.14,585118.0,1.99,1.97,2.15,0,15.0
23163,109.74,0.57,2094590.05,0.5,291663.0,13.46,5071877.0,0.22,12.22,12.87,0,18.0
23164,237.22,4.31,291225.45,1.56,-515287.0,4.8,375347.0,1.41,3.75,8.89,0,21.0
23165,151.23,1.6,794343.86,1.04,542525.0,82.2,828371.0,1.02,58.56,88.51,0,18.0
23166,343.42,12.3,103634.49,9.15,-125686.0,5.96,74263.0,4.99,11.46,13.32,0,17.0
23167,188.2,7.16,177097.56,2.29,-387730.0,18.68,444665.0,1.51,12.89,23.44,0,6.0
23168,129.42,3.34,350878.08,2.46,-30214.0,6.15,424313.0,2.13,5.04,6.52,0,12.0
23169,115.05,1.85,560255.56,1.52,150449.0,4.69,810723.0,1.11,4.34,4.99,0,20.0
23170,140.26,13.4,86976.56,7.18,-1809659.0,-4.02,4732995.0,0.18,-2.91,-2.95,0,9.0
23171,252.31,7.34,171967.25,2.84,-119485.0,0.0,179078.0,2.79,40.44,102.05,0,14.0
23172,293.25,25.77,46937.96,7.19,-121201.0,4.92,62686.0,6.58,2.64,7.74,0,2.0
23173,189.13,5.83,213987.87,2.75,-240448.0,1.34,269630.0,2.45,0.81,1.54,0,8.0
23174,116.58,2.36,533855.37,1.97,149904.0,2.95,627357.0,1.72,2.7,3.15,0,20.0
23175,153.96,2.55,494532.38,1.97,-401748.0,33.47,744098.0,1.1,25.88,29.64,0,19.0
23176,599.27,3.3,348195.86,2.44,-376646.0,278.7,79722.0,2.4,49.46,66.6,0,15.0
23177,574.89,12.3,103357.2,4.71,-242429.0,29.16,51025.0,4.33,9.68,22.36,0,10.0
23178,261.27,5.81,218713.31,1.57,-611114.0,8.82,403683.0,1.21,7.44,16.85,0,11.0
23179,253.03,7.71,164719.11,3.05,-252071.0,26.92,164638.0,3.05,12.15,30.74,0,14.0
23180,149.02,3.14,403528.48,1.71,-336426.0,26.86,686032.0,1.24,0.0,0.0,0,20.0
23181,172.8,1.1,1143213.4,0.95,-450725.0,1.31,766345.0,0.95,4.33,4.97,0,13.0
23182,183.01,7.6,166207.4,3.93,27778.0,12.35,189268.0,3.64,7.06,12.8,0,10.0
23183,144.32,12.22,103360.75,5.12,-175515.0,26.52,395871.0,2.21,21.29,28.41,0,17.0
23184,131.39,9.08,137998.11,1.8,-180507.0,0.64,1782859.0,0.53,-0.45,-0.59,0,19.0
23185,167.97,6.05,209495.37,3.68,-168153.0,34.3,247277.0,3.05,23.18,34.28,0,12.0
23186,112.69,8.37,148949.71,7.19,-24486.0,-40.16,192838.0,5.73,-33.68,-37.96,0,21.0
23187,215.43,9.82,129391.75,3.54,-188904.0,6.99,198855.0,2.96,4.43,9.55,0,10.0
23188,146.85,3.65,343122.61,2.4,-178020.0,8.47,370711.0,2.25,9.39,13.79,0,19.0
23189,136.41,9.66,131476.58,1.45,-193325.0,-0.41,2035240.0,0.46,-0.41,-0.56,0,20.0
23190,143.02,8.0,158389.55,4.7,-44307.0,41.45,258452.0,3.42,33.09,47.25,0,8.0
23191,132.96,1.74,726916.19,0.77,432809.0,4.76,2765491.0,0.34,1.83,2.43,0,20.0
23192,284.33,8.78,144110.43,5.23,-136498.0,-21.61,99155.0,4.49,-4.73,-7.24,0,13.0
23193,122.68,8.75,144932.29,6.78,-42112.0,66.59,185612.0,5.57,58.8,72.13,1,21.0
23194,175.6,6.39,196538.74,2.83,-247913.0,6.07,327764.0,2.18,2.75,4.82,0,21.0
23195,174.6,5.77,217214.68,3.14,-43539.0,32.44,244111.0,2.94,20.57,35.92,0,9.0
23196,106.53,4.24,298514.61,3.86,-30079.0,18.8,460688.0,2.58,19.61,20.89,0,20.0
23197,180.97,4.5,198486.11,1.68,-349127.0,5.56,447620.0,1.1,6.05,10.24,0,19.0
23198,225.63,4.81,263652.67,2.32,-252020.0,93.52,246407.0,2.28,41.98,85.37,0,6.0
23199,144.0,2.95,408420.17,1.9,-236792.0,10.81,537868.0,1.55,7.89,11.14,0,12.0
23200,100.56,0.35,3172974.08,0.35,-39711.0,7.86,7121467.0,0.16,7.82,7.87,0,19.0
23201,321.21,9.66,131432.2,3.01,-290747.0,87.02,131368.0,3.01,27.72,89.04,0,20.0
23202,196.79,4.18,303324.65,0.89,-1132663.0,22.18,1169653.0,0.55,12.63,24.71,0,13.0
23203,113.45,1.29,977393.84,1.14,391526.0,15.23,982148.0,1.13,14.6,16.56,0,21.0
23204,138.84,5.21,242714.74,2.28,-1002184.0,3.85,2578890.0,0.35,3.08,3.37,0,15.0
23205,107.82,2.04,543114.51,1.8,-71524.0,50.52,914336.0,1.12,50.97,54.96,0,21.0
23206,129.46,16.53,75005.9,11.99,-32515.0,78.48,110335.0,8.68,65.39,81.63,0,4.0
23207,101.45,0.44,2765485.41,0.43,789552.0,3.92,5292277.0,0.23,4.32,4.36,0,20.0
23208,200.85,6.7,183886.34,2.96,-232451.0,28.17,230374.0,2.66,0.0,0.0,0,20.0
23209,208.37,31.04,40812.23,8.35,-110918.0,0.0,102301.0,5.94,13.8,28.76,0,20.0
23210,104.88,0.68,1803360.82,0.65,-118355.0,13.51,2425078.0,0.48,12.38,12.79,0,20.0
23211,249.61,10.93,113814.99,4.25,-97753.0,0.0,147875.0,3.37,21.43,41.55,0,18.0
23212,110.11,4.9,258824.99,4.07,-52506.0,33.64,519071.0,2.22,36.73,40.44,0,19.0
23213,171.04,2.84,446055.44,1.67,-314491.0,14.89,442478.0,1.67,9.77,16.59,0,14.0
23214,139.23,5.13,238069.39,2.79,-48833.0,14.4,499752.0,1.71,12.45,17.31,0,17.0
23215,394.14,35.08,36115.98,6.17,-101787.0,-79.91,58063.0,5.53,-23.91,-91.49,0,7.0
23216,244.17,5.74,217016.09,1.97,-289964.0,28.05,290653.0,1.75,14.85,35.65,0,5.0
23217,126.44,4.34,285520.08,2.95,-8652.0,0.95,507908.0,1.93,1.06,1.34,0,21.0
23218,164.02,14.12,89091.32,5.98,-85644.0,15.64,189440.0,4.05,10.84,17.79,0,16.0
23219,145.79,3.05,396619.36,2.05,-193574.0,62.93,422567.0,1.96,46.66,68.02,0,18.0
23220,121.26,7.64,165678.88,5.94,-47569.0,12.52,223580.0,4.67,11.8,14.31,0,21.0
23221,219.15,7.01,171309.22,3.05,-105945.0,48.82,186289.0,2.94,22.51,49.32,0,9.0
23222,101.36,0.57,931885.16,0.57,-38664.0,26.53,2835397.0,0.19,26.17,26.17,0,10.0
23223,166.94,8.54,147028.72,1.28,-611651.0,7.18,1255859.0,0.6,3.37,5.6,0,18.0
23224,118.69,2.42,504203.56,1.9,140291.0,20.29,937175.0,1.1,11.38,13.01,0,17.0
23225,227.78,19.55,64221.57,8.19,-47982.0,8.95,69643.0,7.91,4.33,9.87,0,18.0
23226,145.11,38.78,32511.62,8.16,-121946.0,11.34,270173.0,3.21,1.3,1.89,0,19.0
23227,111.05,0.7,1798928.31,0.63,-198744.0,41.08,1798401.0,0.63,35.76,39.71,0,7.0
23228,122.53,2.44,517305.86,1.59,-283419.0,2.27,1257108.0,0.82,1.84,2.25,0,16.0
23229,191.42,9.36,135180.53,3.66,-210455.0,32.5,230103.0,2.87,20.78,39.77,0,8.0
23230,130.15,4.03,246083.75,1.39,-465737.0,6.33,1543780.0,0.49,4.63,6.03,0,21.0
23231,253.7,11.96,104624.68,3.03,-317240.0,0.57,210107.0,2.35,2.81,6.64,0,21.0
23232,104.42,3.54,336100.63,2.94,247873.0,18.48,2257306.0,0.5,19.04,19.61,0,21.0
23233,172.84,2.26,433928.12,1.27,-744360.0,28.03,1152541.0,0.49,18.15,21.82,0,21.0
23234,115.3,-19.41,-64270.38,6.4,-305997.0,-7.58,1999345.0,0.54,0.0,0.0,0,8.0
23235,107.86,0.02,1083670.09,0.02,-85164.0,58.6,1083139.0,0.02,65.02,70.12,0,20.0
23236,232.76,3.97,315873.2,2.31,-556336.0,26.79,418852.0,1.29,15.26,19.88,0,18.0
23237,193.91,46.47,25140.98,6.89,-443188.0,25.29,477442.0,1.26,17.48,20.71,0,17.0
23238,198.03,6.8,186069.26,2.63,-358835.0,12.51,365856.0,1.74,7.24,12.2,0,6.0
23239,103.31,7.01,180268.45,2.2,-128348.0,0.31,13233658.0,0.09,0.34,0.34,0,20.0
23240,130.03,15.77,78307.93,8.16,-46465.0,3.66,289958.0,3.27,3.7,4.59,0,17.0
23241,246.48,8.27,152773.43,3.36,-223776.0,-42.2,152699.0,3.36,-17.61,-43.4,1,14.0
23242,157.85,8.87,142130.45,4.59,-128190.0,23.49,229076.0,3.48,14.87,23.46,1,21.0
23243,104.18,3.1,405283.04,2.82,310217.0,9.48,989647.0,1.22,10.95,11.41,0,20.0
23244,117.08,7.27,169178.54,5.83,-41698.0,-20.94,243979.0,4.31,-18.1,-21.19,0,20.0
23245,117.02,-4.88,-258103.18,1.64,-624409.0,-0.09,6177031.0,0.17,-0.21,-0.24,1,19.0
23246,102.39,2.44,516817.35,2.21,336066.0,9.71,2358139.0,0.52,10.22,10.46,0,21.0
23247,131.08,2.57,489486.9,1.94,88867.0,36.52,503869.0,1.9,30.57,40.07,0,10.0
23248,198.89,7.24,174181.49,3.03,-241526.0,40.79,244113.0,2.6,22.41,44.57,0,16.0
23249,204.9,3.9,323262.0,1.9,-451545.0,0.35,430226.0,1.43,0.97,1.57,0,21.0
23250,149.24,3.78,232345.54,2.31,71441.0,15.77,299741.0,1.96,12.03,17.96,0,18.0
23251,196.7,11.75,107441.71,5.97,-103892.0,20.52,107389.0,5.97,12.09,23.78,0,20.0
23252,122.46,-20.65,-54111.76,5.92,-215707.0,17.6,1591982.0,0.57,15.92,18.19,0,11.0
23253,114.22,0.71,1767694.75,0.63,122720.0,-54.78,2003666.0,0.55,-54.94,-60.44,1,10.0
23254,118.44,1.31,947009.45,0.99,-311010.0,8.28,1685887.0,0.62,8.73,10.34,0,21.0
23255,164.56,2.87,439539.91,1.69,-200786.0,5.0,486401.0,1.57,4.51,7.28,0,10.0
23256,165.04,12.77,97093.7,5.18,-561949.0,2.38,901844.0,0.83,5.22,5.77,0,8.0
